id,specilization_name,college_dunia_link,target_study_link,careers_360_link,course_id,status,is_deleted,created_on,created_by,updated_by,updated_on
3,Bengali,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
4,Business Economics,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
5,Economics,"","","",447,Active,No,2026-02-09 15:07:12,1,1,2026-02-09 15:07:12
6,English,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
7,Fine Arts,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
8,Geography,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
9,Hindi,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
10,History,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
11,Home Science,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
12,Human Resource Management,"","","",432,Active,No,2026-02-09 15:07:08,1,1,2026-02-09 15:07:08
13,Material Management,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
14,Music,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
15,Office Administration and Secreterial Practice,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
16,Political Science,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
17,Psycology,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
18,Sociology,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
19,Film,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
20,Journalism,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
21,Maths,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
22,Pass Course,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
23,PR / Advertising,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
24,Statistics,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
25,Vocational Course,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
26,Arts & Humanities,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
27,Communication,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
28,Sanskrit,"","","",2,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
30,Architecture,"","","",3,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
32,Communication Design,"","","",38,Active,No,2026-02-06 10:42:37,1,1,2026-02-09 18:33:10
36,Education,"","","",419,Active,No,2026-02-09 15:07:04,1,1,2026-02-09 15:07:04
40,Anthropology,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
43,Biology,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
45,Botony,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
48,Electronics,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
49,General,"","","",40,Active,No,2026-02-09 15:07:12,1,1,2026-04-02 17:26:02
50,Home Science,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
53,Maths / Mathematics,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
54,Micro Biology,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
55,Nutrition,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
56,Physics,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
57,Statistics,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
59,Zoology,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
62,Environmental science,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
63,Food Technology,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
64,Geology,"","","",447,Active,No,2026-02-09 15:07:12,1,1,2026-02-09 15:07:12
65,Nursing,"","","",473,Active,No,2026-02-06 18:04:48,1,1,2026-02-06 18:04:48
67,Bio-informatics,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
68,Economics,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
70,Geography,"","","",7,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
77,Tourism,"","","",8,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
79,Computer Aided Management / Computer Applications,"","","",9,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
80,Management,"","","",9,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
83,Marketing,"","","",432,Active,No,2026-02-09 15:07:08,1,1,2026-02-09 15:07:08
85,Computers,"","","",10,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
87,Dentistry,"","","",11,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
91,Bio-Chemistry / Bio-Technology,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
99,Environmental Science,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
101,Manufacturing Process and Automation Engineering,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
104,Mineral Engineering,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
107,Plastic Technology,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
108,Polymer Science and Chemical Technology,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
110,Agriculture,"","","",447,Active,No,2026-02-09 15:07:12,1,1,2026-02-09 15:07:12
111,Aviation,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
115,Marine,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
116,Metallurgy,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2026-02-09 18:33:10
117,Nuclear,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
118,Paint / Oil,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
120,Bio-informatics,"","","",12,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
127,Applied Art,"","","",13,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
128,Art Education,"","","",13,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
129,Painting,"","","",13,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
130,Sculpture,"","","",13,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
134,Journalism / Mass Communication,"","","",15,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
136,Veterinary Sciences,"","","",16,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
139,Animation,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
142,Construction Technology,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
143,Craft Design,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
144,Creative Writing,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
145,Diary Technology,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
146,Disaster Management,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
147,DOEACC O/A/B/C Level,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
149,Electronics / Telecommunication Engg,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
150,Fashion Tech,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
151,Garment Technology,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2026-02-09 18:33:10
152,IT,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
153,Labour Laws,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
154,Nursing Administartion,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
155,Teaching,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
160,Graphic / Web Designing,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
162,Insurance,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
163,Management,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
165,Tourism,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
166,Visual Arts,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
167,Vocational Course,"","","",17,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
170,Law,"","","",18,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
172,Medicine,"","","",19,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
176,Operations,"","","",27,In-active,Yes,2023-05-15 06:29:50,0,0,2026-02-06 13:24:29
178,Marketing,"","","",27,In-active,Yes,2023-05-15 06:29:50,0,0,2026-02-06 13:24:29
180,CA,"","","",30,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
181,Company Secretary,"","","",31,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
182,ICWA,"","","",32,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
183,Law,"","","",33,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
184,Bengali,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
185,Economics,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
186,English,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
187,Fine Arts,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
188,Geography,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
189,Hindi,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
190,History,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
194,Political Science,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
195,Psycology,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
196,Public Administration,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
198,Sociology,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
199,Anthropology,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
200,Arts & Humanities,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
201,Communication,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
202,Film,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
203,Journalism,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
204,Maths,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
205,PR / Advertising,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
206,Sanskrit,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
207,Statistics,"","","",34,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
208,Architecture,"","","",35,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
209,Commerce,"","","",36,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
210,Finance and Taxation,"","","",36,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
211,Biotechnology,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
212,Cardiology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
213,Clinical Immunology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
214,Dermatology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
215,ENT,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
216,Gastroenterology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
217,Gynaecology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
218,Medicine,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
219,Microbiology,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
220,Nephrology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
221,Orthopaedics,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
222,Paediatric Surgery,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
223,Pathology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
224,Pharmocology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
225,Physiology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
226,Radiology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
227,Urology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
228,General Practitioner,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
229,Hepatology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
230,Immunology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
231,Neonatal,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
232,Obstretrics,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
233,Oncology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
234,Opthalmology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
235,Pediatrics,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
236,Psychiatry,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
237,Psychology,"","","",430,Active,No,2026-02-09 15:07:07,1,1,2026-02-09 15:07:07
238,Rheumatology,"","","",37,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
239,Communication Design,"","","",38,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
240,Industrial Design,"","","",38,Active,No,2026-02-06 10:42:36,1,1,2026-02-06 10:42:36
241,Interior and Furniture Design,"","","",38,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
242,CAD / CAM,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
243,Chemical,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
244,Computer Engineering,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
246,Electrical and Power Drives,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
247,Electronics and Communication,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
248,Embedded System,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
249,Environmental Science,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
250,Information Technology,"","","",432,Active,No,2026-02-09 15:07:08,1,1,2026-02-09 15:07:08
251,Instrumentation and Control Engineering,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
252,Material Science,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
253,Mechanical Engineering (Thermal and Fluid),"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
254,Mining Enginering,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
255,Petroluem Engineering,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
256,Production and Industrial Engg,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
257,Software Engineering,"","","",39,Active,No,2026-02-09 15:06:55,1,1,2026-04-02 17:23:16
258,Structural Engineering,"","","",39,Active,No,2026-02-09 15:06:55,1,1,2026-04-02 17:23:16
259,VLSI,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
260,Agriculture,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
261,Automobile,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
262,Aviation,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
263,Bio-Chemistry / Bio-Technology,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
264,Biomedical,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
265,Ceramics,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
266,Civil,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
267,Energy,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
268,Marine,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
269,Metallurgy,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
270,Mineral,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
271,Nuclear,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
272,Paint / Oil,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
273,Plastics,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
274,Textile,"","","",39,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
275,Education,"","","",40,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
276,Ekistics,"","","",41,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
278,Bengali,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
279,Disarmament & Political Geography,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
280,Economics,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
281,English,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
282,Fine Arts,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
283,Geography,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
284,Hindi,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
285,History,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
286,Home Science,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
287,International Politics,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
288,International Relations,"","","",419,Active,No,2026-02-09 15:07:04,1,1,2026-02-09 15:07:04
289,Music,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
290,Political Science,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
291,Psycology,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
292,Sociology,"","","",43,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
293,Anthropology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
294,Bio Medical Science,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
295,Bio-Chemistry,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
296,Biology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
297,Biotechnology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
298,Botony,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
299,Chemistry,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
300,Computer Science,"","","",447,Active,No,2026-02-09 15:07:11,1,1,2026-02-09 15:07:11
301,Electronics,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
302,Home Science,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
303,IT,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
304,Life Sciences,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
305,Maths,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
306,Micro Biology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
307,Nutrition,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
308,Physics,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
309,Statistics,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
311,Zoology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
312,Agriculture,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
313,Dairy Technology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
314,Environmental science,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
315,Food Technology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
316,Geology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
317,Nursing,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
318,Actuarial Science,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
319,Bio-informatics,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
320,Clinical Research,"","","",410,Active,No,2026-02-09 15:07:02,1,1,2026-02-09 15:07:02
321,Economics,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
322,Geography,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
323,Industrial Chemistry,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
324,Organic Chemistry,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
326,Psychology,"","","",44,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
327,Tourism,"","","",45,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
328,Banking and Insurance,"","","",9,Active,No,2026-02-09 15:06:59,1,1,2026-04-02 11:46:22
329,Finance,"","","",432,Active,No,2026-02-09 15:07:08,1,1,2026-02-09 15:07:08
330,General,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
332,Human Resource,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
333,Information Technology,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
334,Marketing,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
336,Personal Management,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
337,Project Management,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2026-02-09 18:33:10
339,Advertising / Mass Communication,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
341,Systems,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
342,Operations,"","","",46,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
344,Retail Management,"","","",426,Active,No,2026-02-09 15:07:06,1,1,2026-02-09 15:07:06
347,Dentistry,"","","",48,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
348,Applied Art,"","","",49,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
349,Art Education,"","","",49,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
350,Painting,"","","",49,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
351,Sculpture,"","","",49,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
352,Hospitality,"","","",50,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
353,Journalism and Mass Comm,"","","",51,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
354,Veterinary Sciences,"","","",52,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
355,Advertising,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
356,Anchoring and Video Jockeying,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
357,Computer Applications,"","","",342,Active,No,2026-02-09 15:06:53,1,1,2026-02-09 15:06:53
359,Disaster Management,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
360,Editing,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
361,Film and TV Production,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
362,Financial Management,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
363,Industrial Relations and Personal Management,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
364,Interior Design,"","","",38,Active,No,2026-02-06 10:42:37,1,1,2026-02-06 10:42:37
365,Journalism,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
366,Management,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
368,Mass Comm,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
369,Operations Management,"","","",426,Active,No,2026-02-09 15:07:05,1,1,2026-02-09 15:07:05
370,PR,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
371,Radio Jockey,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
372,Supply Chain Management,"","","",426,Active,No,2026-02-09 15:07:06,1,1,2026-02-09 15:07:06
373,Tourism,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
374,Chemical,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
375,Civil,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
377,Electronics,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
378,Mechanical,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
380,Clinical Research,"","","",53,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
381,Business Finance,"","","",54,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
382,Quantitative Techniques in Business,"","","",54,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
383,Marketing & Distribution,"","","",54,Active,No,2023-05-15 06:29:28,0,0,2024-01-03 15:31:09
