id,name,zone_id,is_deleted,status,country_id,created_on,created_by,updated_on,updated_by
1,Andaman and Nicobar Islands,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:41,1584
2,Andhra Pradesh,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:40,1584
3,Arunachal Pradesh,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:39,1584
4,Assam,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:38,1584
5,Bihar,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:37,1584
6,Chandigarh,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:42,1584
7,Chhattisgarh,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:42,1584
8,Dadra and Nagar Haveli,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:37,1584
9,Daman and Diu,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:36,1584
10,Delhi,0,No,Active,101,25-01-2023 03:12,,,
11,Goa,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:35,1584
12,Gujarat,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:34,1584
13,Haryana,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:34,1584
14,Himachal Pradesh,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:34,1584
15,Jammu and Kashmir,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:34,1584
16,Jharkhand,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:33,1584
17,Karnataka,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:33,1584
18,Kenmore,0,No,Active,101,25-01-2023 03:12,,,
19,Kerala,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:32,1584
20,Lakshadweep,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:32,1584
21,Madhya Pradesh,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:32,1584
22,Maharashtra,2,No,Active,101,25-01-2023 03:12,,10-08-2023 18:15,2
23,Manipur,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:30,1584
24,Meghalaya,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:29,1584
25,Mizoram,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:29,1584
26,Nagaland,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:29,1584
27,Narora,0,No,Active,101,25-01-2023 03:12,,,
28,Natwar,0,No,Active,101,25-01-2023 03:12,,,
29,Odisha,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:28,1584
30,Paschim Medinipur,0,No,Active,101,25-01-2023 03:12,,,
31,Pondicherry,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:27,1584
32,Punjab,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:26,1584
33,Rajasthan,2,No,Active,101,25-01-2023 03:12,,14-08-2023 11:20,1584
34,Sikkim,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:19,1584
35,Tamil Nadu,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:18,1584
36,Telangana,4,No,Active,101,25-01-2023 03:12,,14-08-2023 11:18,1584
37,Tripura,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:15,1584
38,Uttar Pradesh,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:11,1584
39,Uttarakhand,3,No,Active,101,25-01-2023 03:12,,14-08-2023 11:10,1584
40,Vaishali,0,No,Active,101,25-01-2023 03:12,,,
41,West Bengal,1,No,Active,101,25-01-2023 03:12,,14-08-2023 11:09,1584
42,Badakhshan,0,No,Active,1,25-01-2023 03:12,,,
43,Badgis,0,No,Active,1,25-01-2023 03:12,,,
44,Baglan,0,No,Active,1,25-01-2023 03:12,,,
45,Balkh,0,No,Active,1,25-01-2023 03:12,,,
46,Bamiyan,0,No,Active,1,25-01-2023 03:12,,,
47,Farah,0,No,Active,1,25-01-2023 03:12,,,
48,Faryab,0,No,Active,1,25-01-2023 03:12,,,
49,Gawr,0,No,Active,1,25-01-2023 03:12,,,
50,Gazni,0,No,Active,1,25-01-2023 03:12,,,
51,Herat,0,No,Active,1,25-01-2023 03:12,,,
52,Hilmand,0,No,Active,1,25-01-2023 03:12,,,
53,Jawzjan,0,No,Active,1,25-01-2023 03:12,,,
54,Kabul,0,No,Active,1,25-01-2023 03:12,,,
55,Kapisa,0,No,Active,1,25-01-2023 03:12,,,
56,Khawst,0,No,Active,1,25-01-2023 03:12,,,
57,Kunar,0,No,Active,1,25-01-2023 03:12,,,
58,Lagman,0,No,Active,1,25-01-2023 03:12,,,
59,Lawghar,0,No,Active,1,25-01-2023 03:12,,,
60,Nangarhar,0,No,Active,1,25-01-2023 03:12,,,
61,Nimruz,0,No,Active,1,25-01-2023 03:12,,,
62,Nuristan,0,No,Active,1,25-01-2023 03:12,,,
63,Paktika,0,No,Active,1,25-01-2023 03:12,,,
64,Paktiya,0,No,Active,1,25-01-2023 03:12,,,
65,Parwan,0,No,Active,1,25-01-2023 03:12,,,
66,Qandahar,0,No,Active,1,25-01-2023 03:12,,,
67,Qunduz,0,No,Active,1,25-01-2023 03:12,,,
68,Samangan,0,No,Active,1,25-01-2023 03:12,,,
69,Sar-e Pul,0,No,Active,1,25-01-2023 03:12,,,
70,Takhar,0,No,Active,1,25-01-2023 03:12,,,
71,Uruzgan,0,No,Active,1,25-01-2023 03:12,,,
72,Wardag,0,No,Active,1,25-01-2023 03:12,,,
73,Zabul,0,No,Active,1,25-01-2023 03:12,,,
74,Berat,0,No,Active,2,25-01-2023 03:12,,,
75,Bulqize,0,No,Active,2,25-01-2023 03:12,,,
76,Delvine,0,No,Active,2,25-01-2023 03:12,,,
77,Devoll,0,No,Active,2,25-01-2023 03:12,,,
78,Dibre,0,No,Active,2,25-01-2023 03:12,,,
79,Durres,0,No,Active,2,25-01-2023 03:12,,,
80,Elbasan,0,No,Active,2,25-01-2023 03:12,,,
81,Fier,0,No,Active,2,25-01-2023 03:12,,,
82,Gjirokaster,0,No,Active,2,25-01-2023 03:12,,,
83,Gramsh,0,No,Active,2,25-01-2023 03:12,,,
84,Has,0,No,Active,2,25-01-2023 03:12,,,
85,Kavaje,0,No,Active,2,25-01-2023 03:12,,,
86,Kolonje,0,No,Active,2,25-01-2023 03:12,,,
87,Korce,0,No,Active,2,25-01-2023 03:12,,,
88,Kruje,0,No,Active,2,25-01-2023 03:12,,,
89,Kucove,0,No,Active,2,25-01-2023 03:12,,,
90,Kukes,0,No,Active,2,25-01-2023 03:12,,,
91,Kurbin,0,No,Active,2,25-01-2023 03:12,,,
92,Lezhe,0,No,Active,2,25-01-2023 03:12,,,
93,Librazhd,0,No,Active,2,25-01-2023 03:12,,,
94,Lushnje,0,No,Active,2,25-01-2023 03:12,,,
95,Mallakaster,0,No,Active,2,25-01-2023 03:12,,,
96,Malsi e Madhe,0,No,Active,2,25-01-2023 03:12,,,
97,Mat,0,No,Active,2,25-01-2023 03:12,,,
98,Mirdite,0,No,Active,2,25-01-2023 03:12,,,
99,Peqin,0,No,Active,2,25-01-2023 03:12,,,
100,Permet,0,No,Active,2,25-01-2023 03:12,,,
101,Pogradec,0,No,Active,2,25-01-2023 03:12,,,
102,Puke,0,No,Active,2,25-01-2023 03:12,,,
103,Sarande,0,No,Active,2,25-01-2023 03:12,,,
104,Shkoder,0,No,Active,2,25-01-2023 03:12,,,
105,Skrapar,0,No,Active,2,25-01-2023 03:12,,,
106,Tepelene,0,No,Active,2,25-01-2023 03:12,,,
107,Tirane,0,No,Active,2,25-01-2023 03:12,,,
108,Tropoje,0,No,Active,2,25-01-2023 03:12,,,
109,Vlore,0,No,Active,2,25-01-2023 03:12,,,
110,'Ayn Daflah,0,No,Active,3,25-01-2023 03:12,,,
111,'Ayn Tamushanat,0,No,Active,3,25-01-2023 03:12,,,
112,Adrar,0,No,Active,3,25-01-2023 03:12,,,
113,Algiers,0,No,Active,3,25-01-2023 03:12,,,
114,Annabah,0,No,Active,3,25-01-2023 03:12,,,
115,Bashshar,0,No,Active,3,25-01-2023 03:12,,,
116,Batnah,0,No,Active,3,25-01-2023 03:12,,,
117,Bijayah,0,No,Active,3,25-01-2023 03:12,,,
118,Biskrah,0,No,Active,3,25-01-2023 03:12,,,
119,Blidah,0,No,Active,3,25-01-2023 03:12,,,
120,Buirah,0,No,Active,3,25-01-2023 03:12,,,
121,Bumardas,0,No,Active,3,25-01-2023 03:12,,,
122,Burj Bu Arririj,0,No,Active,3,25-01-2023 03:12,,,
123,Ghalizan,0,No,Active,3,25-01-2023 03:12,,,
124,Ghardayah,0,No,Active,3,25-01-2023 03:12,,,
125,Ilizi,0,No,Active,3,25-01-2023 03:12,,,
126,Jijili,0,No,Active,3,25-01-2023 03:12,,,
127,Jilfah,0,No,Active,3,25-01-2023 03:12,,,
128,Khanshalah,0,No,Active,3,25-01-2023 03:12,,,
129,Masilah,0,No,Active,3,25-01-2023 03:12,,,
130,Midyah,0,No,Active,3,25-01-2023 03:12,,,
131,Milah,0,No,Active,3,25-01-2023 03:12,,,
132,Muaskar,0,No,Active,3,25-01-2023 03:12,,,
133,Mustaghanam,0,No,Active,3,25-01-2023 03:12,,,
134,Naama,0,No,Active,3,25-01-2023 03:12,,,
135,Oran,0,No,Active,3,25-01-2023 03:12,,,
136,Ouargla,0,No,Active,3,25-01-2023 03:12,,,
137,Qalmah,0,No,Active,3,25-01-2023 03:12,,,
138,Qustantinah,0,No,Active,3,25-01-2023 03:12,,,
139,Sakikdah,0,No,Active,3,25-01-2023 03:12,,,
140,Satif,0,No,Active,3,25-01-2023 03:12,,,
141,Sayda',0,No,Active,3,25-01-2023 03:12,,,
142,Sidi ban-al-'Abbas,0,No,Active,3,25-01-2023 03:12,,,
143,Suq Ahras,0,No,Active,3,25-01-2023 03:12,,,
144,Tamanghasat,0,No,Active,3,25-01-2023 03:12,,,
145,Tibazah,0,No,Active,3,25-01-2023 03:12,,,
146,Tibissah,0,No,Active,3,25-01-2023 03:12,,,
147,Tilimsan,0,No,Active,3,25-01-2023 03:12,,,
148,Tinduf,0,No,Active,3,25-01-2023 03:12,,,
149,Tisamsilt,0,No,Active,3,25-01-2023 03:12,,,
150,Tiyarat,0,No,Active,3,25-01-2023 03:12,,,
151,Tizi Wazu,0,No,Active,3,25-01-2023 03:12,,,
152,Umm-al-Bawaghi,0,No,Active,3,25-01-2023 03:12,,,
153,Wahran,0,No,Active,3,25-01-2023 03:12,,,
154,Warqla,0,No,Active,3,25-01-2023 03:12,,,
155,Wilaya d Alger,0,No,Active,3,25-01-2023 03:12,,,
156,Wilaya de Bejaia,0,No,Active,3,25-01-2023 03:12,,,
157,Wilaya de Constantine,0,No,Active,3,25-01-2023 03:12,,,
158,al-Aghwat,0,No,Active,3,25-01-2023 03:12,,,
159,al-Bayadh,0,No,Active,3,25-01-2023 03:12,,,
160,al-Jaza'ir,0,No,Active,3,25-01-2023 03:12,,,
161,al-Wad,0,No,Active,3,25-01-2023 03:12,,,
162,ash-Shalif,0,No,Active,3,25-01-2023 03:12,,,
163,at-Tarif,0,No,Active,3,25-01-2023 03:12,,,
164,Eastern,0,No,Active,4,25-01-2023 03:12,,,
165,Manu'a,0,No,Active,4,25-01-2023 03:12,,,
166,Swains Island,0,No,Active,4,25-01-2023 03:12,,,
167,Western,0,No,Active,4,25-01-2023 03:12,,,
168,Andorra la Vella,0,No,Active,5,25-01-2023 03:12,,,
169,Canillo,0,No,Active,5,25-01-2023 03:12,,,
170,Encamp,0,No,Active,5,25-01-2023 03:12,,,
171,La Massana,0,No,Active,5,25-01-2023 03:12,,,
172,Les Escaldes,0,No,Active,5,25-01-2023 03:12,,,
173,Ordino,0,No,Active,5,25-01-2023 03:12,,,
174,Sant Julia de Loria,0,No,Active,5,25-01-2023 03:12,,,
175,Bengo,0,No,Active,6,25-01-2023 03:12,,,
176,Benguela,0,No,Active,6,25-01-2023 03:12,,,
177,Bie,0,No,Active,6,25-01-2023 03:12,,,
178,Cabinda,0,No,Active,6,25-01-2023 03:12,,,
179,Cunene,0,No,Active,6,25-01-2023 03:12,,,
180,Huambo,0,No,Active,6,25-01-2023 03:12,,,
181,Huila,0,No,Active,6,25-01-2023 03:12,,,
182,Kuando-Kubango,0,No,Active,6,25-01-2023 03:12,,,
183,Kwanza Norte,0,No,Active,6,25-01-2023 03:12,,,
184,Kwanza Sul,0,No,Active,6,25-01-2023 03:12,,,
185,Luanda,0,No,Active,6,25-01-2023 03:12,,,
186,Lunda Norte,0,No,Active,6,25-01-2023 03:12,,,
187,Lunda Sul,0,No,Active,6,25-01-2023 03:12,,,
188,Malanje,0,No,Active,6,25-01-2023 03:12,,,
189,Moxico,0,No,Active,6,25-01-2023 03:12,,,
190,Namibe,0,No,Active,6,25-01-2023 03:12,,,
191,Uige,0,No,Active,6,25-01-2023 03:12,,,
192,Zaire,0,No,Active,6,25-01-2023 03:12,,,
193,Other Provinces,0,No,Active,7,25-01-2023 03:12,,,
194,Sector claimed by Argentina/Ch,0,No,Active,8,25-01-2023 03:12,,,
195,Sector claimed by Argentina/UK,0,No,Active,8,25-01-2023 03:12,,,
196,Sector claimed by Australia,0,No,Active,8,25-01-2023 03:12,,,
197,Sector claimed by France,0,No,Active,8,25-01-2023 03:12,,,
198,Sector claimed by New Zealand,0,No,Active,8,25-01-2023 03:12,,,
199,Sector claimed by Norway,0,No,Active,8,25-01-2023 03:12,,,
200,Unclaimed Sector,0,No,Active,8,25-01-2023 03:12,,,
201,Barbuda,0,No,Active,9,25-01-2023 03:12,,,
202,Saint George,0,No,Active,9,25-01-2023 03:12,,,
203,Saint John,0,No,Active,9,25-01-2023 03:12,,,
204,Saint Mary,0,No,Active,9,25-01-2023 03:12,,,
205,Saint Paul,0,No,Active,9,25-01-2023 03:12,,,
206,Saint Peter,0,No,Active,9,25-01-2023 03:12,,,
207,Saint Philip,0,No,Active,9,25-01-2023 03:12,,,
208,Buenos Aires,0,No,Active,10,25-01-2023 03:12,,,
209,Catamarca,0,No,Active,10,25-01-2023 03:12,,,
210,Chaco,0,No,Active,10,25-01-2023 03:12,,,
211,Chubut,0,No,Active,10,25-01-2023 03:12,,,
212,Cordoba,0,No,Active,10,25-01-2023 03:12,,,
213,Corrientes,0,No,Active,10,25-01-2023 03:12,,,
214,Distrito Federal,0,No,Active,10,25-01-2023 03:12,,,
215,Entre Rios,0,No,Active,10,25-01-2023 03:12,,,
216,Formosa,0,No,Active,10,25-01-2023 03:12,,,
217,Jujuy,0,No,Active,10,25-01-2023 03:12,,,
218,La Pampa,0,No,Active,10,25-01-2023 03:12,,,
219,La Rioja,0,No,Active,10,25-01-2023 03:12,,,
220,Mendoza,0,No,Active,10,25-01-2023 03:12,,,
221,Misiones,0,No,Active,10,25-01-2023 03:12,,,
222,Neuquen,0,No,Active,10,25-01-2023 03:12,,,
223,Rio Negro,0,No,Active,10,25-01-2023 03:12,,,
224,Salta,0,No,Active,10,25-01-2023 03:12,,,
225,San Juan,0,No,Active,10,25-01-2023 03:12,,,
226,San Luis,0,No,Active,10,25-01-2023 03:12,,,
227,Santa Cruz,0,No,Active,10,25-01-2023 03:12,,,
228,Santa Fe,0,No,Active,10,25-01-2023 03:12,,,
229,Santiago del Estero,0,No,Active,10,25-01-2023 03:12,,,
230,Tierra del Fuego,0,No,Active,10,25-01-2023 03:12,,,
231,Tucuman,0,No,Active,10,25-01-2023 03:12,,,
232,Aragatsotn,0,No,Active,11,25-01-2023 03:12,,,
233,Ararat,0,No,Active,11,25-01-2023 03:12,,,
234,Armavir,0,No,Active,11,25-01-2023 03:12,,,
235,Gegharkunik,0,No,Active,11,25-01-2023 03:12,,,
236,Kotaik,0,No,Active,11,25-01-2023 03:12,,,
237,Lori,0,No,Active,11,25-01-2023 03:12,,,
238,Shirak,0,No,Active,11,25-01-2023 03:12,,,
239,Stepanakert,0,No,Active,11,25-01-2023 03:12,,,
240,Syunik,0,No,Active,11,25-01-2023 03:12,,,
241,Tavush,0,No,Active,11,25-01-2023 03:12,,,
242,Vayots Dzor,0,No,Active,11,25-01-2023 03:12,,,
243,Yerevan,0,No,Active,11,25-01-2023 03:12,,,
244,Aruba,0,No,Active,12,25-01-2023 03:12,,,
245,Auckland,0,No,Active,13,25-01-2023 03:12,,,
246,Australian Capital Territory,0,No,Active,13,25-01-2023 03:12,,,
247,Balgowlah,0,No,Active,13,25-01-2023 03:12,,,
248,Balmain,0,No,Active,13,25-01-2023 03:12,,,
249,Bankstown,0,No,Active,13,25-01-2023 03:12,,,
250,Baulkham Hills,0,No,Active,13,25-01-2023 03:12,,,
251,Bonnet Bay,0,No,Active,13,25-01-2023 03:12,,,
252,Camberwell,0,No,Active,13,25-01-2023 03:12,,,
253,Carole Park,0,No,Active,13,25-01-2023 03:12,,,
254,Castle Hill,0,No,Active,13,25-01-2023 03:12,,,
255,Caulfield,0,No,Active,13,25-01-2023 03:12,,,
256,Chatswood,0,No,Active,13,25-01-2023 03:12,,,
257,Cheltenham,0,No,Active,13,25-01-2023 03:12,,,
258,Cherrybrook,0,No,Active,13,25-01-2023 03:12,,,
259,Clayton,0,No,Active,13,25-01-2023 03:12,,,
260,Collingwood,0,No,Active,13,25-01-2023 03:12,,,
261,Frenchs Forest,0,No,Active,13,25-01-2023 03:12,,,
262,Hawthorn,0,No,Active,13,25-01-2023 03:12,,,
263,Jannnali,0,No,Active,13,25-01-2023 03:12,,,
264,Knoxfield,0,No,Active,13,25-01-2023 03:12,,,
265,Melbourne,0,No,Active,13,25-01-2023 03:12,,,
266,New South Wales,0,No,Active,13,25-01-2023 03:12,,,
267,Northern Territory,0,No,Active,13,25-01-2023 03:12,,,
268,Perth,0,No,Active,13,25-01-2023 03:12,,,
269,Queensland,0,No,Active,13,25-01-2023 03:12,,,
270,South Australia,0,No,Active,13,25-01-2023 03:12,,,
271,Tasmania,0,No,Active,13,25-01-2023 03:12,,,
272,Templestowe,0,No,Active,13,25-01-2023 03:12,,,
273,Victoria,0,No,Active,13,25-01-2023 03:12,,,
274,Werribee south,0,No,Active,13,25-01-2023 03:12,,,
275,Western Australia,0,No,Active,13,25-01-2023 03:12,,,
276,Wheeler,0,No,Active,13,25-01-2023 03:12,,,
277,Bundesland Salzburg,0,No,Active,14,25-01-2023 03:12,,,
278,Bundesland Steiermark,0,No,Active,14,25-01-2023 03:12,,,
279,Bundesland Tirol,0,No,Active,14,25-01-2023 03:12,,,
280,Burgenland,0,No,Active,14,25-01-2023 03:12,,,
281,Carinthia,0,No,Active,14,25-01-2023 03:12,,,
282,Karnten,0,No,Active,14,25-01-2023 03:12,,,
283,Liezen,0,No,Active,14,25-01-2023 03:12,,,
284,Lower Austria,0,No,Active,14,25-01-2023 03:12,,,
285,Niederosterreich,0,No,Active,14,25-01-2023 03:12,,,
286,Oberosterreich,0,No,Active,14,25-01-2023 03:12,,,
287,Salzburg,0,No,Active,14,25-01-2023 03:12,,,
288,Schleswig-Holstein,0,No,Active,14,25-01-2023 03:12,,,
289,Steiermark,0,No,Active,14,25-01-2023 03:12,,,
290,Styria,0,No,Active,14,25-01-2023 03:12,,,
291,Tirol,0,No,Active,14,25-01-2023 03:12,,,
292,Upper Austria,0,No,Active,14,25-01-2023 03:12,,,
293,Vorarlberg,0,No,Active,14,25-01-2023 03:12,,,
294,Wien,0,No,Active,14,25-01-2023 03:12,,,
295,Abseron,0,No,Active,15,25-01-2023 03:12,,,
296,Baki Sahari,0,No,Active,15,25-01-2023 03:12,,,
297,Ganca,0,No,Active,15,25-01-2023 03:12,,,
298,Ganja,0,No,Active,15,25-01-2023 03:12,,,
299,Kalbacar,0,No,Active,15,25-01-2023 03:12,,,
300,Lankaran,0,No,Active,15,25-01-2023 03:12,,,
301,Mil-Qarabax,0,No,Active,15,25-01-2023 03:12,,,
302,Mugan-Salyan,0,No,Active,15,25-01-2023 03:12,,,
303,Nagorni-Qarabax,0,No,Active,15,25-01-2023 03:12,,,
304,Naxcivan,0,No,Active,15,25-01-2023 03:12,,,
305,Priaraks,0,No,Active,15,25-01-2023 03:12,,,
306,Qazax,0,No,Active,15,25-01-2023 03:12,,,
307,Saki,0,No,Active,15,25-01-2023 03:12,,,
308,Sirvan,0,No,Active,15,25-01-2023 03:12,,,
309,Xacmaz,0,No,Active,15,25-01-2023 03:12,,,
310,Abaco,0,No,Active,16,25-01-2023 03:12,,,
311,Acklins Island,0,No,Active,16,25-01-2023 03:12,,,
312,Andros,0,No,Active,16,25-01-2023 03:12,,,
313,Berry Islands,0,No,Active,16,25-01-2023 03:12,,,
314,Biminis,0,No,Active,16,25-01-2023 03:12,,,
315,Cat Island,0,No,Active,16,25-01-2023 03:12,,,
316,Crooked Island,0,No,Active,16,25-01-2023 03:12,,,
317,Eleuthera,0,No,Active,16,25-01-2023 03:12,,,
318,Exuma and Cays,0,No,Active,16,25-01-2023 03:12,,,
319,Grand Bahama,0,No,Active,16,25-01-2023 03:12,,,
320,Inagua Islands,0,No,Active,16,25-01-2023 03:12,,,
321,Long Island,0,No,Active,16,25-01-2023 03:12,,,
322,Mayaguana,0,No,Active,16,25-01-2023 03:12,,,
323,New Providence,0,No,Active,16,25-01-2023 03:12,,,
324,Ragged Island,0,No,Active,16,25-01-2023 03:12,,,
325,Rum Cay,0,No,Active,16,25-01-2023 03:12,,,
326,San Salvador,0,No,Active,16,25-01-2023 03:12,,,
327,'Isa,0,No,Active,17,25-01-2023 03:12,,,
328,Badiyah,0,No,Active,17,25-01-2023 03:12,,,
329,Hidd,0,No,Active,17,25-01-2023 03:12,,,
330,Jidd Hafs,0,No,Active,17,25-01-2023 03:12,,,
331,Mahama,0,No,Active,17,25-01-2023 03:12,,,
332,Manama,0,No,Active,17,25-01-2023 03:12,,,
333,Sitrah,0,No,Active,17,25-01-2023 03:12,,,
334,al-Manamah,0,No,Active,17,25-01-2023 03:12,,,
335,al-Muharraq,0,No,Active,17,25-01-2023 03:12,,,
336,ar-Rifa'a,0,No,Active,17,25-01-2023 03:12,,,
337,Bagar Hat,0,No,Active,18,25-01-2023 03:12,,,
338,Bandarban,0,No,Active,18,25-01-2023 03:12,,,
339,Barguna,0,No,Active,18,25-01-2023 03:12,,,
340,Barisal,0,No,Active,18,25-01-2023 03:12,,,
341,Bhola,0,No,Active,18,25-01-2023 03:12,,,
342,Bogora,0,No,Active,18,25-01-2023 03:12,,,
343,Brahman Bariya,0,No,Active,18,25-01-2023 03:12,,,
344,Chandpur,0,No,Active,18,25-01-2023 03:12,,,
345,Chattagam,0,No,Active,18,25-01-2023 03:12,,,
346,Chittagong Division,0,No,Active,18,25-01-2023 03:12,,,
347,Chuadanga,0,No,Active,18,25-01-2023 03:12,,,
348,Dhaka,0,No,Active,18,25-01-2023 03:12,,,
349,Dinajpur,0,No,Active,18,25-01-2023 03:12,,,
350,Faridpur,0,No,Active,18,25-01-2023 03:12,,,
351,Feni,0,No,Active,18,25-01-2023 03:12,,,
352,Gaybanda,0,No,Active,18,25-01-2023 03:12,,,
353,Gazipur,0,No,Active,18,25-01-2023 03:12,,,
354,Gopalganj,0,No,Active,18,25-01-2023 03:12,,,
355,Habiganj,0,No,Active,18,25-01-2023 03:12,,,
356,Jaipur Hat,0,No,Active,18,25-01-2023 03:12,,,
357,Jamalpur,0,No,Active,18,25-01-2023 03:12,,,
358,Jessor,0,No,Active,18,25-01-2023 03:12,,,
359,Jhalakati,0,No,Active,18,25-01-2023 03:12,,,
360,Jhanaydah,0,No,Active,18,25-01-2023 03:12,,,
361,Khagrachhari,0,No,Active,18,25-01-2023 03:12,,,
362,Khulna,0,No,Active,18,25-01-2023 03:12,,,
363,Kishorganj,0,No,Active,18,25-01-2023 03:12,,,
364,Koks Bazar,0,No,Active,18,25-01-2023 03:12,,,
365,Komilla,0,No,Active,18,25-01-2023 03:12,,,
366,Kurigram,0,No,Active,18,25-01-2023 03:12,,,
367,Kushtiya,0,No,Active,18,25-01-2023 03:12,,,
368,Lakshmipur,0,No,Active,18,25-01-2023 03:12,,,
369,Lalmanir Hat,0,No,Active,18,25-01-2023 03:12,,,
370,Madaripur,0,No,Active,18,25-01-2023 03:12,,,
371,Magura,0,No,Active,18,25-01-2023 03:12,,,
372,Maimansingh,0,No,Active,18,25-01-2023 03:12,,,
373,Manikganj,0,No,Active,18,25-01-2023 03:12,,,
374,Maulvi Bazar,0,No,Active,18,25-01-2023 03:12,,,
375,Meherpur,0,No,Active,18,25-01-2023 03:12,,,
376,Munshiganj,0,No,Active,18,25-01-2023 03:12,,,
377,Naral,0,No,Active,18,25-01-2023 03:12,,,
378,Narayanganj,0,No,Active,18,25-01-2023 03:12,,,
379,Narsingdi,0,No,Active,18,25-01-2023 03:12,,,
380,Nator,0,No,Active,18,25-01-2023 03:12,,,
381,Naugaon,0,No,Active,18,25-01-2023 03:12,,,
382,Nawabganj,0,No,Active,18,25-01-2023 03:12,,,
383,Netrakona,0,No,Active,18,25-01-2023 03:12,,,
384,Nilphamari,0,No,Active,18,25-01-2023 03:12,,,
385,Noakhali,0,No,Active,18,25-01-2023 03:12,,,
386,Pabna,0,No,Active,18,25-01-2023 03:12,,,
387,Panchagarh,0,No,Active,18,25-01-2023 03:12,,,
388,Patuakhali,0,No,Active,18,25-01-2023 03:12,,,
389,Pirojpur,0,No,Active,18,25-01-2023 03:12,,,
390,Rajbari,0,No,Active,18,25-01-2023 03:12,,,
391,Rajshahi,0,No,Active,18,25-01-2023 03:12,,,
392,Rangamati,0,No,Active,18,25-01-2023 03:12,,,
393,Rangpur,0,No,Active,18,25-01-2023 03:12,,,
394,Satkhira,0,No,Active,18,25-01-2023 03:12,,,
395,Shariatpur,0,No,Active,18,25-01-2023 03:12,,,
396,Sherpur,0,No,Active,18,25-01-2023 03:12,,,
397,Silhat,0,No,Active,18,25-01-2023 03:12,,,
398,Sirajganj,0,No,Active,18,25-01-2023 03:12,,,
399,Sunamganj,0,No,Active,18,25-01-2023 03:12,,,
400,Tangayal,0,No,Active,18,25-01-2023 03:12,,,
401,Thakurgaon,0,No,Active,18,25-01-2023 03:12,,,
402,Christ Church,0,No,Active,19,25-01-2023 03:12,,,
403,Saint Andrew,0,No,Active,19,25-01-2023 03:12,,,
404,Saint George,0,No,Active,19,25-01-2023 03:12,,,
405,Saint James,0,No,Active,19,25-01-2023 03:12,,,
406,Saint John,0,No,Active,19,25-01-2023 03:12,,,
407,Saint Joseph,0,No,Active,19,25-01-2023 03:12,,,
408,Saint Lucy,0,No,Active,19,25-01-2023 03:12,,,
409,Saint Michael,0,No,Active,19,25-01-2023 03:12,,,
410,Saint Peter,0,No,Active,19,25-01-2023 03:12,,,
411,Saint Philip,0,No,Active,19,25-01-2023 03:12,,,
412,Saint Thomas,0,No,Active,19,25-01-2023 03:12,,,
413,Brest,0,No,Active,20,25-01-2023 03:12,,,
414,Homjel',0,No,Active,20,25-01-2023 03:12,,,
415,Hrodna,0,No,Active,20,25-01-2023 03:12,,,
416,Mahiljow,0,No,Active,20,25-01-2023 03:12,,,
417,Mahilyowskaya Voblasts,0,No,Active,20,25-01-2023 03:12,,,
418,Minsk,0,No,Active,20,25-01-2023 03:12,,,
419,Minskaja Voblasts',0,No,Active,20,25-01-2023 03:12,,,
420,Petrik,0,No,Active,20,25-01-2023 03:12,,,
421,Vicebsk,0,No,Active,20,25-01-2023 03:12,,,
422,Antwerpen,0,No,Active,21,25-01-2023 03:12,,,
423,Berchem,0,No,Active,21,25-01-2023 03:12,,,
424,Brabant,0,No,Active,21,25-01-2023 03:12,,,
425,Brabant Wallon,0,No,Active,21,25-01-2023 03:12,,,
426,Brussel,0,No,Active,21,25-01-2023 03:12,,,
427,East Flanders,0,No,Active,21,25-01-2023 03:12,,,
428,Hainaut,0,No,Active,21,25-01-2023 03:12,,,
429,Liege,0,No,Active,21,25-01-2023 03:12,,,
